codeCVM,issuingCompany,companyName,tradingName,cnpj,marketIndicator,typeBDR,dateListing,status,segment,segmentEng,type,market
901124,BPLR,BRASIL PLURAL S/A - BANCO MULTIPLO,BRASILPLURAL,45246410000155,1,,31/12/9999,A,Não Classificados,Not Classified,7,
27499,TEPA,BRASIL TECNOLOGIA E PARTICIPAÇÕES S.A. ,BR TECNO,35764708000101,8,,26/07/2024,A,Computadores e Equipamentos,Hardware and Equipments,1,
20036,AGRO,BRASILAGRO - CIA BRAS DE PROP AGRICOLAS,BRASILAGRO,7628528000159,18,,25/04/2006,A,Agricultura,Agriculture,1,NM
914598,BPSE,BRASILPREV SEGUROS E PREVIDÊNCIA S.A.,BRASILPREV S,27665207000131,99,,31/12/9999,A,Não Classificados,Not Classified,7,
4820,BRKM,BRASKEM S.A.,BRASKEM,42150391000170,16,,27/11/1980,A,Petroquímicos,Petrochemicals,1,N1
905406,MNTI,BRASOIL MANATI EXPLORACAO PETROLIFERA S.A.,BRASOILPETRO,8845534000120,1,,31/12/9999,A,Não Classificados,Not Classified,7,
900301,BLPE,BRASOL PARTICIPACOES E EMP S.A.,BRASOL,35539616000110,99,,31/12/9999,A,Não Classificados,Not Classified,7,
25291,BRAV,BRAVA ENERGIA S.A.,BRAVA,12091809000155,18,,09/11/2020,A,Exploração. Refino e Distribuição,Exploration. Refining and Distribution,1,NM
900329,BVGE,BRAVO ARMAZENS GERAIS LTDA,BRAVO,1759112000193,99,,31/12/9999,A,Não Classificados,Not Classified,7,
901298,BRVB,BRAVO BEEF S/A,BRAVOBEEFSA,9160157000159,1,,31/12/9999,A,Não Classificados,Not Classified,7,
900360,BTBP,BRAZIL 3 BUSINESS PARTICIPACOES LTDA.,BRAZIL 3,10515403000127,99,,31/12/9999,A,Não Classificados,Not Classified,7,
27316,BTCL,BRAZIL TOWER. CESSÃO DE INFRA-ESTRUTURAS S.A,BRAZIL TOWER,14292540000109,8,,06/01/2025,A,Telecomunicações,Telecommunications,1,
18759,BSCS,BRAZILIAN SECURITIES CIA DE SECURITIZACAO,BRAZILIAN SC,3767538000114,1,,04/09/2000,A,Securitizadoras de Recebíveis,Asset-backed Securitization,1,
901157,BRBC,BRB  CFI S/A,BRBCFI,33136888000143,1,,31/12/9999,A,Não Classificados,Not Classified,7,
14206,BSLI,BRB BCO DE BRASILIA S.A.,BRB BANCO,208000100,1,,24/09/1993,A,Bancos,Banks,1,
916757,BTEN,BREITENER ENERGETICA S.A.,BREITENER SA,4816991000136,99,,10/02/2022,A,Não Classificados,Not Classified,7,
915991,BTNR,BREITENER HOLDING E PARTICIPAÇÕES S.A.,BREITENERHOL,40659026000160,1,,31/12/9999,A,Não Classificados,Not Classified,7,
900101,BRER,BRENERGIA ENERGIAS RENOVÁVEIS,BRENERGIA,21148231000117,99,,31/12/9999,A,Não Classificados,Not Classified,7,
910158,BRND,BRENNAND ENERGIA S.A.,BRENNAND,10532985000150,1,,31/12/9999,A,Não Classificados,Not Classified,7,
914903,BHFI,BRES HENRY FORD EMPREENDIMENTOS IMOBILIÁRIOS LTDA.,BRES HENRY F,7951410000167,1,,31/12/9999,A,Não Classificados,Not Classified,7,
914911,BRMU,BRESCO MURICI EMPREENDIMENTOS IMOBILIÁRIOS LTDA.,BRESCO MURIC,24787836000146,1,,31/12/9999,A,Não Classificados,Not Classified,7,
16292,BRFS,BRF S.A.,BRF SA,1838723000127,18,,24/06/1997,A,Carnes e Derivados,Meat. Poultry and Others,1,NM
913244,BRTE,BRILHANTE TRANSMISSORA DE ENERGIA S.A.,BRILHANTEENE,10552848000187,99,,31/12/9999,A,Não Classificados,Not Classified,7,
901900,BRNX,BRINOX METALURGICA S.A.,BRINOX,92038108000191,1,,31/12/9999,A,Não Classificados,Not Classified,7,
27693,BRST,BRISANET SERVIÇOS DE TELECOMUNICAÇÕES S.A.,BRISANET,4601397000128,18,,19/11/2024,A,Telecomunicações,Telecommunications,1,NM
901215,BREL,BRITANIA ELETRODOMESTICOS  S.A,BRITANIA,76492701000157,1,,31/12/9999,A,Não Classificados,Not Classified,7,
916197,BRKS,BRK  NE/N/CO S.A,BRKNE/N/CSA,34480751000174,99,,21/12/2021,A,Não Classificados,Not Classified,7,
917610,CCHR,BRK AMBIENTAL - CACHOEIRO DE ITAPEMIRIM S.A.,BRKITAPEMIRI,2628150000170,99,,31/12/9999,A,Não Classificados,Not Classified,7,
906040,ODBM,BRK AMBIENTAL - MANSO S.A.,BRKAMBIENTAL,19246473000100,99,,31/12/9999,A,Não Classificados,Not Classified,7,
900545,ABRK,BRK AMBIENTAL - MAUA S.A.,BRK,5380441000180,99,,31/12/9999,A,Não Classificados,Not Classified,7,
26999,RMSA,BRK AMBIENTAL - REGIÃO METROPOLITANA DE MACEIÓ S.A,BRK AMBIENTA,39580673000101,8,,24/10/2024,A,Água e Saneamento,Water Utilities,1,
900013,BKRC,BRK AMBIENTAL - RIO CLARO S.A.,BRK AMBIRC,8630227000122,99,,31/12/9999,A,Não Classificados,Not Classified,7,
908178,SROP,BRK AMBIENTAL - RIO DAS OSTRAS PARTICIPACOES S.A,BRKRIODASOST,9356040000145,99,,31/12/9999,A,Não Classificados,Not Classified,7,
906032,ODBH,BRK AMBIENTAL - SUMARE S.A,BRKSUMARE,21480839000144,1,,31/12/9999,A,Não Classificados,Not Classified,7,
917585,BRKU,BRK AMBIENTAL - URUGUAIANA S.A,BRKURUGUAIAN,13015402000101,99,,31/12/9999,A,Não Classificados,Not Classified,7,
914358,BRKB,BRK AMBIENTAL  BLUMENAU S.A.,BRKAMBIENTA,11609081000148,1,,31/12/9999,A,Não Classificados,Not Classified,7,
915207,BRKC,BRK AMBIENTAL  CAÇADOR S.A.,BRKAMBCACADO,31444659000160,1,,31/12/9999,A,Não Classificados,Not Classified,7,
914747,FOZG,BRK AMBIENTAL  GOIÁS S.A.,BRKAMBGOIAS,18123402000149,1,,31/12/9999,A,Não Classificados,Not Classified,7,
900148,BLIM,BRK AMBIENTAL  LIMEIRA S.A.,BRK ALIMEIRA,585900000148,99,,31/12/9999,A,Não Classificados,Not Classified,7,
901256,BRKN,BRK AMBIENTAL CENTRO NORTE PARTICIPACOES S.A.,BRKCENTRONOR,14435130000161,1,,31/12/9999,A,Não Classificados,Not Classified,7,
24830,BRKP,BRK AMBIENTAL PARTICIPACOES S/A,BRK AMBI PAR,24396489000120,8,,28/02/2024,A,Não Classificados,Not Classified,1,
903724,FOZS,BRK AMBIENTAL REGIAO METROPOLITANA DO RECIFE/GOIAN,RECIFEGOIANA,17119291000134,1,,31/12/9999,A,Não Classificados,Not Classified,7,
911107,RIOO,BRK AMBIENTAL RIO DAS OSTRAS S.A.,BRKOSTRAS,8774784000117,99,,31/12/9999,A,Não Classificados,Not Classified,7,
901249,BRKL,BRK S/A CREDITO FINANCIAMENTO E INVESTIMENTO,BRKCFI,12865507000197,1,,31/12/9999,A,Não Classificados,Not Classified,7,
900639,BCAN,BRKB DTVM S/A,BRKBDTVM,33923111000129,1,,31/12/9999,A,Não Classificados,Not Classified,7,
900936,BKFE,BROOKFIELD ENERGIA RENOVAVEL S.A.,BROOKFIELDEN,2808298000196,1,,31/12/9999,A,Não Classificados,Not Classified,7,
23817,BRQB,BRQ SOLUCOES EM INFORMATICA S.A.,BRQ,36542025000164,24,,11/01/2016,A,Programas e Serviços,Software and Services,1,MA
917493,HVRD,BRVIAS HOLDING VRD S.A.,BRVIA HOLD,12321274000161,99,,31/12/9999,A,Não Classificados,Not Classified,7,
901306,BRVI,BRVIAS S/A,BRVIAS,7911471000109,1,,31/12/9999,A,Não Classificados,Not Classified,7,
26883,BSBE,BSB ENERGETICA S.A.,BSBENERGETIC,3820456000196,8,,21/10/2024,A,Energia Elétrica,Electric Utilities,1,
901322,BSME,BSM ENGENHARIA S.A,BSME,34078154000118,1,,31/12/9999,A,Não Classificados,Not Classified,7,
27774,BTCO,BTG PACTUAL COMMODITIES SERTRADING S.A,BTG COMMODIT,4626426000106,8,,31/01/2025,A,Não Classificado,E,1,
901348,BTGH,BTG PACTUAL HOLDING S.A.,BTGHOLDING,10923227000162,99,,31/12/9999,A,Não Classificados,Not Classified,7,
900267,UNIK,BULLLA INSTITUIÇÃO DE PAGAMENTO S.A,BULLLA,8422119000164,99,,31/12/9999,A,Não Classificados,Not Classified,7,
900446,BUON,BUONNY PROJETOS E SERVICOS DE RISCOS SECURITARIOS,BUONNY PROJE,6326025000166,99,,31/12/9999,A,Não Classificados,Not Classified,7,
917586,BZEP,BZ EMPREENDIMENTOS E PARTICIPACOES S.A.,BZ EMP PART,47256820000102,99,,31/12/9999,A,Não Classificados,Not Classified,7,
900450,CICC,C. DE IL. PUB. CONECTA CAMPINAS S.A,C. DE IL. P.,46976719000163,99,,31/12/9999,A,Não Classificados,Not Classified,7,
917466,CAWP,C.A.W. PROJETOS E CONSULTORIA INDUSTRIAL LTDA,CAW PROJETOS,173802000101,99,,31/12/9999,A,Não Classificados,Not Classified,7,
900064,CBDB,C.B. DISTRIBUIDORA DE BEBIDAS LTDA,C.B.DISTRIB,1914851000102,99,,31/12/9999,A,Não Classificados,Not Classified,7,
911271,C6HG,C6 HOLDING S.A.,C6HOLDING SA,29694063000177,99,,31/12/9999,A,Não Classificados,Not Classified,7,
911347,CAIV,CA INVESTMENT (BRAZIL) S.A.,CAINVESTMENT,28132263000173,1,,31/12/9999,A,Não Classificados,Not Classified,7,
917260,CAAT,CAATINGA CAPITAL INVESTIMENTOS E PARTICIPACOES DEB,CAATINGACAPI,45954677000105,99,,31/12/9999,A,Não Classificados,Not Classified,7,
901413,CABA,CAB AGUAS DO AGRESTE S/A,CABAGUASAGRE,15401489000180,1,,31/12/9999,A,Não Classificados,Not Classified,7,
917677,CGEN,CACHOEIRA GRANDE ENERGIA RENOVAVEL S.A. ,CACHOEIRA GR,44650027000103,99,,31/12/9999,A,Não Classificados,Not Classified,7,
22633,CPTE,CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.,CACHOEIRA,5336882000184,8,,19/12/2011,A,Energia Elétrica,Electric Utilities,1,
916841,KEDU,CAEDU COMÉRCIO VAREJISTA ARTIGOS DO VESTUÁRIO S.A.,CAEDU COM SA,46377727000193,99,,31/12/9999,A,Não Classificados,Not Classified,7,
900090,CAEL,CAELUM PARTICIPAÇÕES S.A.,CAELUM,43372104000130,99,,31/12/9999,A,Não Classificados,Not Classified,7,
901454,CAEP,CAEP - CENTRAL ABRIL EDUCACAO E PARTICIPACOES  S.A,ABRILEDUCACA,3824725000192,1,,31/12/9999,A,Não Classificados,Not Classified,7,
18546,CAEC,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,CAGECE,7040108000157,8,,01/03/2023,A,Não Classificados,Not Classified,1,
901488,CAIT,CAIUA TRANSMISSORA DE ENERGIA S.A.,CAIUAENERGIA,14832534000199,1,,31/12/9999,A,Não Classificados,Not Classified,7,
23795,CXSE,CAIXA SEGURIDADE PARTICIPAÇÕES S.A.,CAIXA SEGURI,22543331000100,18,,28/04/2021,A,Seguradoras,Insurance,1,NM
901918,CLMO,CALAMO DISTRIBUIDORA DE PRODUTOS DE BELEZA S.A.,CALAMO,6147451001104,1,,31/12/9999,A,Não Classificados,Not Classified,7,
901934,CLNG,CALANGO 6 ENERGIA RENOVAVEL  S.A.,CALANGO6,19560837000113,1,,31/12/9999,A,Não Classificados,Not Classified,7,
913624,CLGE,CALDEIRÃO GRANDE ENERGIAS RENOVÁVEIS S.A.,CALDEIRÃO GR,12960213000144,1,,31/12/9999,A,Não Classificados,Not Classified,7,
900376,CGRS,CALDEIRAO GRANDE II SOLAR S/A.,CALDEIRAO GR,48949370000104,99,,31/12/9999,A,Não Classificados,Not Classified,7,
902064,CNOR,CALOI NORTE S.A.,CALOINORTE,4301024000131,1,,31/12/9999,A,Não Classificados,Not Classified,7,
901579,CCCP,CAMARGO CORREA CONSTRUCOES E PARTICIPACOES S.A,CAMCORPART,11196609000102,1,,31/12/9999,A,Não Classificados,Not Classified,7,
909846,CCIM,CAMARGO CORREA DESENV. IMOBILIARIO S.A.,CC DES IMOB,67203208000189,1,,31/12/9999,A,Não Classificados,Not Classified,7,
901603,CCIF,CAMARGO CORREA INVESTIMENTOS EM INFRA-ESTRUTURA S/,CAMARGOINFRA,2372232000104,1,,31/12/9999,A,Não Classificados,Not Classified,7,
901595,CCHO,CAMARGO CORREA S/A,CAMARGO,1098905000109,1,,31/12/9999,A,Não Classificados,Not Classified,7,
2100,CAMB,CAMBUCI S.A.,CAMBUCI,61088894000108,1,,21/01/1985,A,Calçados,Footwear,1,
24228,CAML,CAMIL ALIMENTOS S.A.,CAMIL,64904295000103,18,,26/09/2017,A,Alimentos Diversos,Other Food Manufacturing,1,NM
901785,CFMS,CAMPO FORMOSO I ENERGIAS RENOVAVEIS S/A,CAMPOFORMOSO,17613280000106,1,,31/12/9999,A,Não Classificados,Not Classified,7,
901975,CMFI,CAMPO FORMOSO II ENERGIAS RENOVAVEIS S.A,CAMPOII,17613629000100,1,,31/12/9999,A,Não Classificados,Not Classified,7,
910281,CLGP,CAMPO LARGO PARTICIPAÇÕES S/A,CAMPO LARGO,16990436000105,99,,31/12/9999,A,Não Classificados,Not Classified,7,
902239,CPVV,CAMPOS DOS VENTOS V ENERGIAS RENOVAVEIS S.A.,CAMPOSVENTOS,10797888000199,1,,31/12/9999,A,Não Classificados,Not Classified,7,
902031,CNEN,CAMPOS NOVOS ENERGIA S/A,CAMPOSNOVOS,3356967000107,1,,31/12/9999,A,Não Classificados,Not Classified,7,
902015,CNBE,CANABRAVA ENERGETICA S/A,CANABRAVA,11235729000163,1,,31/12/9999,A,Não Classificados,Not Classified,7,
917647,CASC,CANAL COMPANHIA DE SECURITIZACAO,CANAL SEC,41811375000119,99,,31/12/9999,A,Não Classificados,Not Classified,7,
913384,CGCE,CANTA GERACAO E COMERCIO DE ENERGIA SPE S/A,CANTAGERACAO,34714322000114,1,,31/12/9999,A,Não Classificados,Not Classified,7,
902460,CTRR,CANTAREIRA TRANSMISSORA DE ENERGIA S/A,CANTAREIRA,20732109000120,99,,31/12/9999,A,Não Classificados,Not Classified,7,
900155,CTTP,CAP TC TORRES E PARTICIPAÇÕES S.A.,CAP TC TORRE,34878487000121,99,,31/12/9999,A,Não Classificados,Not Classified,7,
917553,IGRS,CAPE IGARASSU IND. COM. DE PRODUTOS QUIMICOS LTDA,CAPEIGARASSU,30653585000100,99,,31/12/9999,A,Não Classificados,Not Classified,7,
902304,CRNI,CAPRICORNIO S.A.,CAPRICORNIO,60745411000138,1,,31/12/9999,A,Não Classificados,Not Classified,7,
911156,CDAI,CARANDAÍ PARTICIPAÇÕES S.A.,CARANDAIPART,31435086000109,99,,31/12/9999,A,Não Classificados,Not Classified,7,
900062,CRNG,CARANGOLA PARTICIPAÇÕES EM ENERGIA S.A.,CARANGOLAPA,50839551000111,99,,31/12/9999,A,Não Classificados,Not Classified,7,
915215,CRHF,Carbon Holding Financeira S.A.,CARBON HOLD,29267972000129,1,,31/12/9999,A,Não Classificados,Not Classified,7,
911396,CRBP,CARBONO PARTICIPACOES SOCIETARIAS S.A.,CARBONO PART,31481107000122,99,,31/12/9999,A,Não Classificados,Not Classified,7,
900205,CPCL,CARGO POLO COMERCIO LOGISTICA E TRANSPORTES LTDA,CARGO POLO,15665528000157,99,,31/12/9999,A,Não Classificados,Not Classified,7,
902387,CTGO,CARTA GOIAS INDUSTRIA E COMERCIO DE PAPEIS S.A.,CARTAGOIAS,3752385000131,1,,31/12/9999,A,Não Classificados,Not Classified,7,
902338,CRUN,CARUANA S/A PARTICIPACOES E EMPREENDIMENTOS,CARUANAPART,7882656000124,1,,31/12/9999,A,Não Classificados,Not Classified,7,
901496,CARU,CARUANA S/A SOCIEDADE DE CREDITO FINANCIAMENTO E I,CARUANACFI,9313766000109,1,,31/12/9999,A,Não Classificados,Not Classified,7,
904268,HOSK,CARVALHO HOSKEN S/A ENGENHARIA E CONSTRUCOES,CARVALHOHOSK,33342023000133,1,,31/12/9999,A,Não Classificados,Not Classified,7,
900207,CSVE,CASA DOS VENTOS S.A,CASADOSVENTO,43162519000189,99,,31/12/9999,A,Não Classificados,Not Classified,7,
902486,CVRJ,CASA E VIDEO BRASIL S/A,CASAEVIDEO,11114284000163,99,,31/12/9999,A,Não Classificados,Not Classified,7,
917539,CMSF,CASHME SOLUCOES FINANCEIRAS S.A.,CASHME,34175529000168,99,,31/12/9999,A,Não Classificados,Not Classified,7,
917501,CSTR,CASTERTECH FUNDIÇÃO E TECNOLOGIA LTDA,CASTERTECH,8304706000159,99,,31/12/9999,A,Não Classificados,Not Classified,7,
900390,CTTL,CATTALINI TERMINAIS MARITIMOS S.A.,CATTALINI,75633560000182,99,,31/12/9999,A,Não Classificados,Not Classified,7,
902478,CVAN,CAVAN ROCBRA INDUSTRIA E COMERCIO DE PRE MOLDADOS,CAVANROCBRA,12411822000144,1,,31/12/9999,A,Não Classificados,Not Classified,7,
916429,CBCF,CB COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIRO,CB CIA SEC,43688224000140,99,,06/01/2022,A,Não Classificados,Not Classified,7,
900487,CBFG,CBF INDUSTRIA DE GUSA S.A.,CBF IND,36312056001010,99,,31/12/9999,A,Não Classificados,Not Classified,7,
915603,CBOS,CBO SERVICOS MARITIMOS LTDA,CBOSERVMARIT,8795463000107,1,,31/12/9999,A,Não Classificados,Not Classified,7,
917530,CBVV,CBV - CENTRO BRASILEIRO DA VISÃO S.A.,CBV - CENTRO,6160688000153,99,,31/12/9999,A,Não Classificados,Not Classified,7,
901561,CCAB,CCAB AGRO S.A.,CCAB,8938255000101,1,,31/12/9999,A,Não Classificados,Not Classified,7,
907840,SLFN,CCB BRASIL S/A CREDITO FINANCIAMENTOS E INVESTIMEN,CCBBRASILCFI,92764489000196,1,,31/12/9999,A,Não Classificados,Not Classified,7,
18821,CCRO,CCR S.A.,CCR SA,2846056000197,18,,30/01/2002,A,Exploração de Rodovias,Toll Roads and Highways,1,NM
900519,CDAA,CDA ALIMENTOS S/A,CDA ALIMENTO,26651646000122,99,,31/12/9999,A,Não Classificados,Not Classified,7,
917552,CDFS,CDF ASSISTENCIA E SUPORTE DIGITAL S.A.,CDF ASSISTEN,8769874000110,99,,31/12/9999,A,Não Classificados,Not Classified,7,
901678,CEAD,CEA II CENTRAIS EOLICAS ASSURUA II SPE S/A,CEAII,24274124000123,1,,31/12/9999,A,Não Classificados,Not Classified,7,
915488,CEIV,CEA IV - CENTRAIS EOLICAS ASSURUA IV SPE S.A.,CEAIVCENTRAI,38249067000137,1,,31/12/9999,A,Não Classificados,Not Classified,7,
24848,CEAB,CEA MODAS S.A.,CEA MODAS,45242914000105,18,,24/10/2019,A,Tecidos. Vestuário e Calçados,Apparel. Fabric and Footwear,1,NM
917684,CEBS,CEABS SERVIÇOS S.A. ,CEABS,14117458000130,99,,31/12/9999,A,Não Classificados,Not Classified,7,
917537,CDAR,CEDAR LOCACOES E INVESTIMENTOS S.A.,CEDARLOCACO,46371315000146,99,,31/12/9999,A,Não Classificados,Not Classified,7,
914192,CLEX,CELEO REDES EXPANSÕES S.A.,CELEO REDES,32063222000140,1,,31/12/9999,A,Não Classificados,Not Classified,7,
24597,CLOR,CELEO REDES TRANSMISSAO DE ENERGIA S/A,CELEO,31001230000107,8,,01/03/2023,A,Não Classificado,E,1,
914317,CLCD,CELESC DISTRIBUICAO S.A.,CELESC DISTR,8336783000190,99,,31/12/9999,A,Não Classificados,Not Classified,7,
913673,CLGR,CELESC GERACAO AS,CELESC GERAC,8336804000178,99,,31/12/9999,A,Não Classificados,Not Classified,7,
900521,CENP,CELESTE ENERGIA SOLAR PEDRA PRETA MT 002 SPE S/A,CELESTE,56226717000100,99,,31/12/9999,A,Não Classificados,Not Classified,7,
901769,CESE,CELSE - CENTRAIS ELETRICAS DE SERGIPE S.A.,CELSESERGIPE,23758522000152,99,,31/12/9999,A,Não Classificados,Not Classified,7,
900414,CHEP,CEMA HOSPITAL ESPECIALIZADO LTDA,CEMA HOSP,47192752000165,99,,31/12/9999,A,Não Classificados,Not Classified,7,
13854,MAPT,CEMEPE INVESTIMENTOS S.A.,CEMEPE,93828986000173,1,,28/06/1991,A,Outros,Others,1,
901967,CMCB,CEMIG CAPIM BRANCO ENERGIA S.A.,CAPIMBRANCO,4432851000164,1,,31/12/9999,A,Não Classificados,Not Classified,7,
20303,CMGD,CEMIG DISTRIBUICAO S.A.,CEMIG DIST,6981180000116,8,,25/09/2006,A,Energia Elétrica,Electric Utilities,1,
20320,CMGT,CEMIG GERACAO E TRANSMISSAO S.A.,CEMIG GT,6981176000158,8,,15/03/2007,A,Energia Elétrica,Electric Utilities,1,
2437,ELET,CENTRAIS ELET BRAS S.A. - ELETROBRAS,ELETROBRAS,1180000126,16,,07/09/1971,A,Energia Elétrica,Electric Utilities,1,N1
2461,CLSC,CENTRAIS ELET DE SANTA CATARINA S.A.,CELESC,83878892000155,17,,26/03/1973,A,Energia Elétrica,Electric Utilities,1,N2
903377,EPSA,CENTRAIS ELETRICAS DA PARAIBA S/A - EPASA,EPASA,10366780000141,1,,31/12/9999,A,Não Classificados,Not Classified,7,
901736,CEPR,CENTRAIS ELETRICAS DE PERNAMBUCO S.A - EPESA,EPESA,6212748000134,1,,31/12/9999,A,Não Classificados,Not Classified,7,
913509,ELTN,CENTRAIS ELETRICAS NORTE BRASIL S.A. ELETRONORTE,ELETRONORTE,357038000116,99,,31/12/9999,A,Não Classificados,Not Classified,7,
908236,SSRU,CENTRAIS EOLICAS ASSURUA I SPE S.A.,ASSURUAISPE,23778492000146,1,,31/12/9999,A,Não Classificados,Not Classified,7,
901710,CEOL,CENTRAIS EOLICAS DE CAETITE PARTICIPACOES S/A,CAETITEPART,9341337000137,1,,31/12/9999,A,Não Classificados,Not Classified,7,
917622,CCGR,CENTRAL CAPITAL GESTAO DE RECURSOS S.A.,CENTRALCAPIT,46791648000124,99,,31/12/9999,A,Não Classificados,Not Classified,7,
902734,EANG,CENTRAL EOLICA ANGICAL S.A.,ANGICAL,14570783000153,1,,31/12/9999,A,Não Classificados,Not Classified,7,
902809,EBFU,CENTRAL EOLICA BAIXA DO FEIJAO I S.A.,EOLICAFEIJAO,14496492000162,1,,31/12/9999,A,Não Classificados,Not Classified,7,
902775,EBFD,CENTRAL EOLICA BAIXA DO FEIJAO II S/A,EOLICAFEIJAO,14496545000145,1,,31/12/9999,A,Não Classificados,Not Classified,7,
902791,EBFT,CENTRAL EOLICA BAIXA DO FEIJAO III  S.A,EOLICAFEIJAO,14496290000110,1,,31/12/9999,A,Não Classificados,Not Classified,7,
902783,EBFQ,CENTRAL EOLICA BAIXA DO FEIJAO IV  S.A,EOLICAFEIJAO,14496317000175,1,,31/12/9999,A,Não Classificados,Not Classified,7,
902924,ECTT,CENTRAL EOLICA CAITITU S.A.,CAITITU,14570861000110,1,,31/12/9999,A,Não Classificados,Not Classified,7,
902874,ECOQ,CENTRAL EOLICA COQUEIRINHO S.A.,COQUEIRINHO,14570819000107,1,,31/12/9999,A,Não Classificados,Not Classified,7,
902908,ECRP,CENTRAL EOLICA CORRUPIAO S.A.,CORRUPIAO,14570800000152,1,,31/12/9999,A,Não Classificados,Not Classified,7,
903062,EINH,CENTRAL EOLICA INHAMBU S.A.,INHAMBU,14572367000194,1,,31/12/9999,A,Não Classificados,Not Classified,7,
903351,EOSP,CENTRAL EOLICA SANTO ANTONIO DE PADUA S/A,STOANTONIOPA,9601233000114,1,,31/12/9999,A,Não Classificados,Not Classified,7,
903336,EOSC,CENTRAL EOLICA SAO CRISTOVAO S.A.,SAOCRISTOVAO,10272500000136,1,,31/12/9999,A,Não Classificados,Not Classified,7,
903344,EOSJ,CENTRAL EOLICA SAO JORGE S.A.,SAOJORGE,9571485000148,99,,31/12/9999,A,Não Classificados,Not Classified,7,
903526,ETMD,CENTRAL EOLICA TAMANDUA MIRIM S/A,EOLICATAMAND,14571068000135,1,,31/12/9999,A,Não Classificados,Not Classified,7,
908467,TEIU,CENTRAL EOLICA TEIU S.A.,EOLICATEIU,14570839000170,1,,31/12/9999,A,Não Classificados,Not Classified,7,
913053,CETS,CENTRAL EÓLICA TERRA SANTA SPE I S.A.,E TERRASANTA,24895239000135,1,,31/12/9999,A,Não Classificados,Not Classified,7,
913079,CEII,CENTRAL EÓLICA TERRA SANTA SPE II S.A.,TERRASANTAII,24894829000143,99,,31/12/9999,A,Não Classificados,Not Classified,7,
900350,CESO,CENTRAL FOT. BOA SORTE 18 SPE LTDA.,CENTRAL FOT,47852563000171,99,,31/12/9999,A,Não Classificados,Not Classified,7,
900356,CFBL,CENTRAL FOT. BOA SORTE 23 SPE LTDA. ,CEN BOA SOR,47856443000142,99,,31/12/9999,A,Não Classificados,Not Classified,7,
900355,CEBO,CENTRAL FOT. CENT SORTE 22 SPE LTDA.,CENT CENT,47853438000186,99,,31/12/9999,A,Não Classificados,Not Classified,7,
900351,CEFO,CENTRAL FOTOVOLTAICA B S 19 SPE LTDA,CENTRAL FOTO,47853413000182,99,,31/12/9999,A,Não Classificados,Not Classified,7,
900352,CFVB,CENTRAL FOTOVOLTAICA B S 20 SPE LTDA,FOTOV,47852431000140,99,,31/12/9999,A,Não Classificados,Not Classified,7,
900353,FOSP,CENTRAL FOTOVOLTAICA B S 21 SPE LTDA,CENTRAL BS21,47852265000181,99,,31/12/9999,A,Não Classificados,Not Classified,7,
912121,FTSP,CENTRAL FOTOVOLTAICA SAO PEDRO II S/A,FOTOVOLT S P,24068977000109,99,,31/12/9999,A,Não Classificados,Not Classified,7,
912139,SPIV,CENTRAL FOTOVOLTAICA SAO PEDRO IV S/A,FOTOVOLTSPIV,24069089000100,99,,31/12/9999,A,Não Classificados,Not Classified,7,
902866,ECOL,CENTRAL GERADORA EOLICA COLONIA S.A.,COLONIA,11476958000170,1,,31/12/9999,A,Não Classificados,Not Classified,7,
903047,EICA,CENTRAL GERADORA EOLICA ICARAI I S.A.,ICARAII,11476987000131,1,,31/12/9999,A,Não Classificados,Not Classified,7,
903054,EICD,CENTRAL GERADORA EOLICA ICARAI II S.A.,ICARAIII,11477001000148,1,,31/12/9999,A,Não Classificados,Not Classified,7,
902718,EAGU,CENTRAL GERADORA EOLICA TAIBA AGUIA S.A.,TAIBAAGUIA,11477009000104,1,,31/12/9999,A,Não Classificados,Not Classified,7,
902726,EAND,CENTRAL GERADORA EOLICA TAIBA ANDORINHA S.A.,EOLICATAIBA,11477020000174,1,,31/12/9999,A,Não Classificados,Not Classified,7,
904227,HITC,CENTRAL HIDRELETRICA PALMEIRAS DO TOCANTINS S.A.,CHPALTOCANTI,23485534000150,1,,31/12/9999,A,Não Classificados,Not Classified,7,
908343,SUCU,CENTRAL HIDRELETRICA SUCURI S.A.,CHSUCURI,23509244000108,1,,31/12/9999,A,Não Classificados,Not Classified,7,
900238,CENM,CENTRO METROPOLITANO DE COSMETICOS LTDA,CMCOSMETICOS,54801535000190,99,,31/12/9999,A,Não Classificados,Not Classified,7,
916304,CPOG,CENTRO PAULISTA DE ONCOLOGIA S.A,CENTROPAULIS,52164662000109,99,,22/12/2021,A,Não Classificados,Not Classified,7,
900439,CESU,CENTRO SUL CONCESSOES S.A.,CENTRO SUL C,50747046000147,99,,31/12/9999,A,Não Classificados,Not Classified,7,
901728,CEOS,CEOS ADMINISTRADORA DE BENS S.A.,CEOSADM,23698040000154,1,,31/12/9999,A,Não Classificados,Not Classified,7,
901629,CDER,CER - COMPANHIA DE ENERGIAS RENOVAVEIS,CERENERGIAS,15721727000135,1,,31/12/9999,A,Não Classificados,Not Classified,7,
